ID	Log2FoldChange	PValue
ENSG00000259605	0.84	0.252455379
ENSG00000198924	0.3	0.252648091
ENSG00000100036	-0.45	0.252708246
ENSG00000108523	-0.2	0.253256785
ENSG00000101187	1.01	0.253256785
ENSG00000131779	-0.2	0.253334427
ENSG00000158792	-0.37	0.25371744
ENSG00000198075	1.33	0.253741621
ENSG00000032444	-0.18	0.253741621
ENSG00000279233	0.95	0.253775263
ENSG00000117906	-0.27	0.253986421
ENSG00000165669	0.19	0.254090294
ENSG00000167637	0.32	0.254590196
ENSG00000130347	0.45	0.255274456
ENSG00000162851	-0.27	0.255287531
ENSG00000233237	-0.65	0.255336086
ENSG00000166783	0.21	0.255336086
ENSG00000147400	0.24	0.255336086
ENSG00000050628	0.28	0.255495745
ENSG00000161021	-0.16	0.255587318
ENSG00000100376	0.48	0.255942062
ENSG00000117228	-0.35	0.25600425
ENSG00000128563	0.22	0.25600425
ENSG00000278834	0.79	0.25600425
ENSG00000153339	-0.15	0.25600425
ENSG00000198814	-0.89	0.25600425
ENSG00000130779	-0.25	0.256193456
ENSG00000153094	0.47	0.25642532
ENSG00000126522	-0.48	0.25642532
ENSG00000165689	-0.23	0.25642532
ENSG00000156374	-0.32	0.25642532
ENSG00000257365	0.33	0.25642532
ENSG00000169718	-0.23	0.25642532
ENSG00000135919	0.6	0.256495936
ENSG00000126243	-0.21	0.256495936
ENSG00000033170	0.28	0.257617598
ENSG00000132549	0.22	0.257645415
ENSG00000148225	0.37	0.257645415
ENSG00000164244	0.2	0.257668649
